MER Version,Tab,List,Indicator,HasIndicatorLink,Description,Table Data (in Markdown),Images,Links 
2,Adjustments from MER 1.0,Not specified,DREAMS Specific Guidance,FALSE,"In addition to required MER reporting, it is essential that all 10 DREAMS (Determined, Resilient, Empowered, AIDS-free, Mentored, and Safe) countries – Kenya, Lesotho, Malawi, Mozambique, South Africa, Swaziland, Tanzania, Uganda, Zambia, and Zimbabwe – ensure that all implementing Partners in DREAMS SNUs report their results for and use data from all 13 DREAMS-related indicators and their required disaggregations. DREAMS countries are encouraged to monitor interventions progress using custom indicators for program components that do not have existing MER indicators (e.g., contraceptive method mix, condom promotion and provision). Appendix 3 includes a full list of the DREAMS-related indicators reported for MER 2.0 and the required disaggregation for each indicator. Please note there are also specific reporting requirements for narratives.

|    Program Area Group                 |    Indicator Code    |    Indicator Name                                                                                                                                                                                                                                                                 |    Reporting Frequency    |
|---------------------------------------|----------------------|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|---------------------------|
|    Prevention                         |    PREP_NEW          |    Number of   individuals who have been newly enrolled on (oral) antiretroviral   pre-exposure prophylaxis (PrEP) to prevent HIV infection in the reporting   period.                                                                                                            |    Quarterly              |
|    Prevention                         |    VMMC_CIRC         |    Number of males circumcised as   part of the voluntary medical male circumcision (VMMC) for HIV prevention   program within the reporting period                                                                                                                               |    Quarterly              |
|    90:   Knowing Your HIV Status      |    HTS_TST           |    Number of individuals who   received HIV Testing Services (HTS) and received their test results,   disaggregated by HIV result                                                                                                                                                 |    Quarterly              |
|    90:   Knowing Your HIV Status      |    PMTCT_STAT        |    Percentage of pregnant women   with known HIV status at antenatal care (includes those who already knew   their HIV status prior to ANC), disaggregated by HIV result                                                                                                          |    Quarterly              |
|    90:   Knowing Your HIV Status      |    PMTCT_EID         |    Percentage of infants born to   HIV-positive women who had a virologic HIV test done within 12 months of   birth, disaggregated by HIV result                                                                                                                                  |    Quarterly              |
|    90:   Knowing Your HIV   Status    |    TB_STAT           |    Percentage of new and relapse TB   cases with documented HIV status, disaggregated by HIV result                                                                                                                                                                               |    Quarterly              |
|    90-90:   On ART                    |    TX_NEW            |    Number of adults   and children newly enrolled on antiretroviral therapy (ART)                                                                                                                                                                                                 |    Quarterly              |
|    90-90:   On ART                    |    TX_CURR           |    Number of adults and children   currently receiving antiretroviral therapy (ART)                                                                                                                                                                                               |    Quarterly              |
|    90-90:   On ART                    |    PMTCT_ART         |    Percentage of   HIV-positive pregnant women who received ART to reduce the risk of   mother-to-child- transmission (MTCT) during pregnancy                                                                                                                                     |    Quarterly              |
|    Prevention                         |    KP_PREV           |    Number of key populations   reached with individual and/or small group-level HIV prevention interventions   designed for the target population                                                                                                                                 |    Semi- Annual           |
|    Prevention                         |    PP_PREV           |    Number of the priority   populations (PP) reached with the standardized, evidence-based   intervention(s) required that are designed to promote the adoption of HIV   prevention behaviors and service uptake                                                                  |    Semi- Annual           |
|    Prevention                         |    TB_PREV           |    Proportion of ART patients who   completed a standard course of TB preventive therapy within the reporting   period                                                                                                                                                            |    Semi- Annual           |
|    Prevention                         |    OVC_SERV          |    Number of beneficiaries served   by PEPFAR OVC programs for children and families affected by HIV                                                                                                                                                                              |    Semi- Annual           |
|    90:   Knowing Your HIV Status      |    OVC_HIVSTAT       |    Percentage of orphans and   vulnerable children (<18 years old) with HIV status reported to   implementing partner (including status not reported), disaggregated by status   type                                                                                             |    Semi- Annual           |
|    90-90:   On ART                    |    TB_ART            |    Percentage of HIV-positive new   and relapsed TB cases on ART during TB treatment                                                                                                                                                                                              |    Semi- Annual           |
|    90-90:   On ART                    |    TX_TB             |    The proportion of   ART patients who were screened who are receiving TB treatment                                                                                                                                                                                              |    Semi- Annual           |
|    Health   Systems                   |    SC_STOCK          |    Percentage of storage sites   where commodities are stocked according to plan, by level in supply system                                                                                                                                                                       |    Semi- Annual           |
|    Prevention                         |    KP_MAT            |    Number of people who inject   drugs (PWID) on medication-assisted therapy (MAT)                                                                                                                                                                                                |    Annual                 |
|    Prevention                         |    GEND_GBV          |    Number of people   receiving post-gender based violence (GBV) clinical care based on the minimum   package NOTE: The indicator DOES NOT measure delivery of GBV prevention   activities.                                                                                       |    Annual                 |
|    90:   Knowing Your HIV Status      |    FPINT_SITE        |    Number of HIV service delivery   points (SDP) at a site supported by PEPFAR that are providing integrated   voluntary family planning (FP) services                                                                                                                            |    Annual                 |
|    90: Knowing Your HIV   Status      |    PMTCT_FO          |    Percentage   of final outcomes among HIV exposed infants registered in a birth cohort                                                                                                                                                                                          |    Annual                 |
|    90-90-90:   Viral Suppression      |    TX_RET            |    Percentage of   adults and children known to be on treatment 12 months after initiation of   antiretroviral therapy (Note: reporting 24 and 36 months is recommended, but   optional)                                                                                          |    Annual                 |
|    90-90-90:   Viral Suppression      |    TX_PLVS           |    Percentage of ART patients with   a viral load result documented in the medical record and/or laboratory   information systems (LIS) within the past 12 months with a suppressed viral   load (<1000 copies/ml)                                                                |    Annual                 |
|    Health   Systems                   |    HRH_PRE           |    Number of new health workers who   graduated from a pre-service training institution or program as a result of   PEPFAR-supported strengthening efforts, within the reporting period, by   select cadre                                                                        |    Annual                 |
|    Health   Systems                   |    HRH_CURR          |    Number of health worker   full-time equivalents who are working on any HIV-related activities i.e.   prevention, treatment and other HIV support and are receiving any type of   support from PEPFAR at facility and sites, community sites, and at the above-   site level    |    Annual                 |
|    Health   Systems                   |    HRH_STAFF         |    Number of health worker   full-time equivalents who are working on any HIV-related activities i.e.   prevention, treatment and other HIV support at PEPFAR-supported facility   sites                                                                                          |    Annual                 |
|    Health   Systems                   |    EMR_SITE          |    Number of   PEPFAR-supported facility-based service delivery points supported by your   organization that have an electronic medical record system                                                                                                                             |    Annual                 |
|    Health   Systems                   |    LAB_PTCQI         |    Number of laboratories and blood centers/banks:   A.  Engaged   in Continuous Quality Improvement (CQI) activities   B.  Audited   and achieved accreditation   C.  Performing   an HIV-related test and participating in and passing Proficiency Testing (PT)                 |    Annual                 |
|    Health   Systems                   |    INVS_COMD         |    Number of HIV   program related commodities purchased and dollars spent in the last 12 months                                                                                                                                                                                  |    Annual                 |","|    Program Area Group                 |    Indicator Code    |    Indicator Name                                                                                                                                                                                                                                                                 |    Reporting Frequency    |
|---------------------------------------|----------------------|-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|---------------------------|
|    Prevention                         |    PREP_NEW          |    Number of   individuals who have been newly enrolled on (oral) antiretroviral   pre-exposure prophylaxis (PrEP) to prevent HIV infection in the reporting   period.                                                                                                            |    Quarterly              |
|    Prevention                         |    VMMC_CIRC         |    Number of males circumcised as   part of the voluntary medical male circumcision (VMMC) for HIV prevention   program within the reporting period                                                                                                                               |    Quarterly              |
|    90:   Knowing Your HIV Status      |    HTS_TST           |    Number of individuals who   received HIV Testing Services (HTS) and received their test results,   disaggregated by HIV result                                                                                                                                                 |    Quarterly              |
|    90:   Knowing Your HIV Status      |    PMTCT_STAT        |    Percentage of pregnant women   with known HIV status at antenatal care (includes those who already knew   their HIV status prior to ANC), disaggregated by HIV result                                                                                                          |    Quarterly              |
|    90:   Knowing Your HIV Status      |    PMTCT_EID         |    Percentage of infants born to   HIV-positive women who had a virologic HIV test done within 12 months of   birth, disaggregated by HIV result                                                                                                                                  |    Quarterly              |
|    90:   Knowing Your HIV   Status    |    TB_STAT           |    Percentage of new and relapse TB   cases with documented HIV status, disaggregated by HIV result                                                                                                                                                                               |    Quarterly              |
|    90-90:   On ART                    |    TX_NEW            |    Number of adults   and children newly enrolled on antiretroviral therapy (ART)                                                                                                                                                                                                 |    Quarterly              |
|    90-90:   On ART                    |    TX_CURR           |    Number of adults and children   currently receiving antiretroviral therapy (ART)                                                                                                                                                                                               |    Quarterly              |
|    90-90:   On ART                    |    PMTCT_ART         |    Percentage of   HIV-positive pregnant women who received ART to reduce the risk of   mother-to-child- transmission (MTCT) during pregnancy                                                                                                                                     |    Quarterly              |
|    Prevention                         |    KP_PREV           |    Number of key populations   reached with individual and/or small group-level HIV prevention interventions   designed for the target population                                                                                                                                 |    Semi- Annual           |
|    Prevention                         |    PP_PREV           |    Number of the priority   populations (PP) reached with the standardized, evidence-based   intervention(s) required that are designed to promote the adoption of HIV   prevention behaviors and service uptake                                                                  |    Semi- Annual           |
|    Prevention                         |    TB_PREV           |    Proportion of ART patients who   completed a standard course of TB preventive therapy within the reporting   period                                                                                                                                                            |    Semi- Annual           |
|    Prevention                         |    OVC_SERV          |    Number of beneficiaries served   by PEPFAR OVC programs for children and families affected by HIV                                                                                                                                                                              |    Semi- Annual           |
|    90:   Knowing Your HIV Status      |    OVC_HIVSTAT       |    Percentage of orphans and   vulnerable children (<18 years old) with HIV status reported to   implementing partner (including status not reported), disaggregated by status   type                                                                                             |    Semi- Annual           |
|    90-90:   On ART                    |    TB_ART            |    Percentage of HIV-positive new   and relapsed TB cases on ART during TB treatment                                                                                                                                                                                              |    Semi- Annual           |
|    90-90:   On ART                    |    TX_TB             |    The proportion of   ART patients who were screened who are receiving TB treatment                                                                                                                                                                                              |    Semi- Annual           |
|    Health   Systems                   |    SC_STOCK          |    Percentage of storage sites   where commodities are stocked according to plan, by level in supply system                                                                                                                                                                       |    Semi- Annual           |
|    Prevention                         |    KP_MAT            |    Number of people who inject   drugs (PWID) on medication-assisted therapy (MAT)                                                                                                                                                                                                |    Annual                 |
|    Prevention                         |    GEND_GBV          |    Number of people   receiving post-gender based violence (GBV) clinical care based on the minimum   package NOTE: The indicator DOES NOT measure delivery of GBV prevention   activities.                                                                                       |    Annual                 |
|    90:   Knowing Your HIV Status      |    FPINT_SITE        |    Number of HIV service delivery   points (SDP) at a site supported by PEPFAR that are providing integrated   voluntary family planning (FP) services                                                                                                                            |    Annual                 |
|    90: Knowing Your HIV   Status      |    PMTCT_FO          |    Percentage   of final outcomes among HIV exposed infants registered in a birth cohort                                                                                                                                                                                          |    Annual                 |
|    90-90-90:   Viral Suppression      |    TX_RET            |    Percentage of   adults and children known to be on treatment 12 months after initiation of   antiretroviral therapy (Note: reporting 24 and 36 months is recommended, but   optional)                                                                                          |    Annual                 |
|    90-90-90:   Viral Suppression      |    TX_PLVS           |    Percentage of ART patients with   a viral load result documented in the medical record and/or laboratory   information systems (LIS) within the past 12 months with a suppressed viral   load (<1000 copies/ml)                                                                |    Annual                 |
|    Health   Systems                   |    HRH_PRE           |    Number of new health workers who   graduated from a pre-service training institution or program as a result of   PEPFAR-supported strengthening efforts, within the reporting period, by   select cadre                                                                        |    Annual                 |
|    Health   Systems                   |    HRH_CURR          |    Number of health worker   full-time equivalents who are working on any HIV-related activities i.e.   prevention, treatment and other HIV support and are receiving any type of   support from PEPFAR at facility and sites, community sites, and at the above-   site level    |    Annual                 |
|    Health   Systems                   |    HRH_STAFF         |    Number of health worker   full-time equivalents who are working on any HIV-related activities i.e.   prevention, treatment and other HIV support at PEPFAR-supported facility   sites                                                                                          |    Annual                 |
|    Health   Systems                   |    EMR_SITE          |    Number of   PEPFAR-supported facility-based service delivery points supported by your   organization that have an electronic medical record system                                                                                                                             |    Annual                 |
|    Health   Systems                   |    LAB_PTCQI         |    Number of laboratories and blood centers/banks:   A.  Engaged   in Continuous Quality Improvement (CQI) activities   B.  Audited   and achieved accreditation   C.  Performing   an HIV-related test and participating in and passing Proficiency Testing (PT)                 |    Annual                 |
|    Health   Systems                   |    INVS_COMD         |    Number of HIV   program related commodities purchased and dollars spent in the last 12 months                                                                                                                                                                                  |    Annual                 |",,
1.1,Adjustments from MER 1.0,Moderate to significant change,P1.1D,FALSE,Number of pregnant women with known HIV status (includes women who were tested for HIV and received their results),,,
1.1,New Addition to MER 1.1,New,P1.1D,FALSE,"Number of pregnant women with known HIV status (includes women who were tested for HIV and received their results)
* Known positives at entry; Number of new positives identified",,,
1.1,Adjustments from MER 1.0,Small change,P1.2.D,FALSE,"Number of HIV‐positive pregnant women who received antiretrovirals to reduce risk of mother‐to‐ child‐transmission

Should not impact trend analysis",,,
1.1,New Addition to MER 1.1,New,P1.2.D,FALSE,Number of known positive pregnant women (denominator of #P1.1.D),,,
1.1,Adjustments from MER 1.0,Same - label change only,P1.3.D,FALSE,Number of health facilities providing ANC services that provide both HIV testing and ARVs for PMTCT on site,,,
1.1,Adjustments from MER 1.0,Moderate to significant change,P1.1.N,FALSE,"Percent of pregnant women who were tested for HIV and know their results.
* Known positives at entry; Number of new positives identified",,,
1.1,Adjustments from MER 1.0,Minimum change,P1.2.N,FALSE,"Percentage of HIV‐positive pregnant women who received antiretrovirals to reduce the risk of mother‐to‐child transmission
* By Prophylactic Regimens: (Single Dose Nevirapine Only, Prophylactic Regimens using a combination of 2 ARVs; Prophylactic Regimens of 3 ARVs; ART)",,,
1.1,Removals from MER 1.0,Dropped,3.1,FALSE,Number of service outlets carrying out blood safety activities,,,
1.1,New Addition to MER 1.1,New,P4.1.D,FALSE,Number of injecting drug users (IDUs) on opioid,New substitution therapy,,
1.1,New Addition to MER 1.1,New,P5.1.D,FALSE,"Number of males circumcised as part of the minimum package of MC for HIV prevention services
*by age: <1, 1-14, 15+",,,
1.1,New Addition to MER 1.1,New,P5.2.D,FALSE,"Number of clients circumcised who experienced one or more moderate or severe adverse event(s) within the reporting period 
* by severity (moderate and/or severe)",,,
1.1,New Addition to MER 1.1,New,P6.1.D,FALSE,"Number of persons provided with post-exposure prophylaxis (PEP)
* By exposure type: Occupational, Rape/Sexual Assault Victims, or Other Non-Occupational",,,
1.1,New Addition to MER 1.1,New,P7.1.D,FALSE,"Number of People Living with HIV/AIDS (PLHIV) reached with a minimum package of Prevention with PLHIV (PwP) interventions
* By setting where reached: in a clinic/facility‐ based and in a community/home‐based",,,
1.1,Adjustments from MER 1.0,Moderate to significant change,P8.1.D,FALSE,"Number of the targeted population reached with individual and/or small group level preventive interventions that are based on evidence and/or meet the minimum standards required
* By sex: Male and Female
* By age: (10-14, 15+)",,,
1.1,Adjustments from MER 1.0,Moderate to significant change,P8.2.D,FALSE,"Number of the targeted population reached with individual and/or small group preventive interventions that are primarily focused on abstinence and/or being faithful, and are based on evidence and/or meet the minimum standards required
",,,
1.1,Removals from MER 1.0,Dropped,2.1a,FALSE,Number of individuals reached through community outreach that promotes HIV/AIDS prevention through abstinence,,,
1.1,New Addition to MER 1.1,New,P8.3.D,FALSE,"Number of MARP reached with individual and/or small group level interventions that are based on evidence and/or meet the minimum standards
* By sex: Male and Female
* By MARP type: CSW, IDU, MSM, Other Vulnerable Populations",,,
1.1,Adjustments from MER 1.0,Same - label change only,P11.1.D,FALSE,"Number of individuals who received Testing and Counseling (T&C) services for HIV and received their test results
* By sex: Male and Female",,,
1.1,New Addition to MER 1.1,New,P11.1.D,FALSE,"Number of individuals who received Testing and Counseling (T&C) services for HIV and received their test results
* By age: <15 and 15+",,,
1.1,New Addition to MER 1.1,New,P11.1.D,FALSE,"Number of individuals who received Testing and Counseling (T&C) services for HIV and received their test results
* By test result: Positive, Negative",,,
1.1,New Addition to MER 1.1,New,P11.1.D,FALSE,"Number of individuals who received Testing and Counseling (T&C) services for HIV and received their test results
* By type of counseling/test: Individual, Couple",,,
1.1,New Addition to MER 1.1,New,P11.1.D,FALSE,"Number of individuals who received Testing and Counseling (T&C) services for HIV and received their test results
* In concentrated epidemics, by MARP type (CSW, IDU, MSM)",,,
1.1,Adjustments from MER 1.0,Moderate to significant change,P11.3.N,FALSE,Percentage of health facilities that provide HIV testing and counselling services,,,
1.1,New Addition to MER 1.1,New,P11.3.N,FALSE,"Percentage of health facilities that provide HIV testing and counselling services
* Healthcare facilities, stand alone sites, Mobile Units",,,
1.1,Removals from MER 1.0,Dropped,9.4,FALSE,Number of individuals who received counseling and testing for HIV and received their test results (excluding TB) [for COP Table 3 only],,,
1.1,Adjustments from MER 1.0,Moderate to significant change,C1.1.D,FALSE,"Number of eligible adults and children provided with a minimum of one care service
* By Age: <18, 18+
* By sex: Male and Female",,,
1.1,Adjustments from MER 1.0,Moderate to significant change,C1.1.N,FALSE,"Number of eligible adults and children provided with a minimum of one care service (By Age: <18, 18
+)
",,,
1.1,Removals from MER 1.0,Dropped,6.1,FALSE,Total number of service outlets providing HIV‐ related palliative care (including TB/HIV),,,
1.1,Removals from MER 1.0,Dropped,6.4,FALSE,"Total number of services outlets providing HIV‐ related palliative care (excluding TB/HIV) [for COP
Table 3 only]
",,,
1.1,Removals from MER 1.0,Dropped,6.5,FALSE,Total number of individuals provided with HIV‐ related palliative care (excluding TB/HIV) [for COP Table 3 only],,,
1.1,New Addition to MER 1.1,New,C2.1.D,FALSE,"Number of HIV‐positive adults and children receiving a minimum of one clinical service
* By Age: <15, 15+
* By sex",,,
1.1,New Addition to MER 1.1,New,C2.2.D,FALSE,"Number of HIV‐positive adults and children receiving a minimum of one clinical service
* Number of HIV‐positive persons receiving cotrimoxazole prophylaxis
    * By Age: <15, 15+",,,
1.1,Adjustments from MER 1.0,Moderate to significant change,C2.3.D,FALSE,"Number of HIV‐positive adults and children receiving a minimum of one clinical service
* Number of HIV‐positive clinically malnourished clients who received therapeutic or supplementary food",,,
1.1,New Addition to MER 1.1,New,C2.4.D,FALSE,TB/HIV: Percent of HIV‐positive patients who were screened for TB in HIV care or treatment settings,,,
1.1,Adjustments from MER 1.0,Small change,C2.5.D,FALSE,"TB/HIV:Percent of HIV‐positive patients in HIV care or treatment (pre‐ART or ART) who started TB treatment

Should not impact trend analysis for numerator",,,
1.1,Adjustments from MER 1.0,Moderate to significant change,C3.1.D,FALSE,"Number of TB patients who had an HIV test result recorded in the TB register

The actual testing of TB patients can still be counted under CT indicator",,,
1.1,Removals from MER 1.0,Dropped,7.1,FALSE,Number of service outlets providing treatment for tuberculosis (TB) to HIV‐infected individuals (diagnosed or presumed) in palliative care setting,,,
1.1,New Addition to MER 1.1,New,C4.1.D,FALSE,"Percent of infants born to HIV‐positive women who received an HIV test within 12 months of birth
* Infants who received virological testing in the first 2 months
* Infants that were tested either virologically between 2 and 12 months, or by serology between 9 and 12 months",,,
1.1,Adjustments from MER 1.0,Sig Modification to parent indicator,C5.1.D,FALSE,"Disaggregation can be mapped back to original indicators

Number of eligible clients who received food and/or other nutrition services
* By Age: <18
* Pregnant/lactating women",,,
1.1,Adjustments from MER 1.0,Same - label change only,T1.1.D,FALSE,"Addition of <1.

Number of adults and children with advanced HIV infection newly enrolled on ART
* By sex: Male and Female
* By age: <1, <15, 15+
* Pregnant women",,,
1.1,Adjustments from MER 1.0,Same - label change only,T1.2.D,FALSE,"Change to disaggregation: Pregnant female all ages dropped.

Number of adults and children with advanced HIV infection receiving antiretroviral therapy (ART) [CURRENT]
* By sex: Male and Female
* By age: <1, <15, 15+",,,
1.1,Adjustments from MER 1.0,Same - label change only,T1.4.D,FALSE,"Pregnant female all ages dropped.

Number of adults and children with advanced HIV‐ infection who ever started on ART
* By sex: Male and Female
* By age: <15 and 15+",,,
1.1,Adjustments from MER 1.0,Same - label change only,T1.5.D,FALSE,Number of health facilities that offer ART,,,
1.1,New Addition to MER 1.1,New,T1.5.D,FALSE,"Number of health facilities that offer ART
* by type of sit: Public, Private, NGO",,,
1.1,New Addition to MER 1.1,New,T1.3.D,FALSE,Percent of adults and children with HIV known to be on treatment 12 months after initiation of antiretroviral therapy,,,
1.1,Adjustments from MER 1.0,Moderate to significant change,C2.3.D,FALSE,* Number of HIV‐positive clinically malnourished clients who received therapeutic or supplementary food,,,
1.1,Adjustments from MER 1.0,Moderate to significant change,T1.1.N,FALSE,Percent of adults and children with advanced HIV infection receiving antiretroviral therapy,,,
1.1,New Addition to MER 1.1,New,H1.1.D,FALSE,Number of testing facilities (laboratories) with capacity to perform clinical laboratory tests,,,
1.1,New Addition to MER 1.1,New,H1.2.D,FALSE,"Percent of testing facilities (laboratories) that are accredited according to national or international standards
",,,
1.1,Removals from MER 1.0,Dropped,12.1,FALSE,"Number of laboratories with capacity to perform
1) HIV tests and 2) CD4 tests and/or lymphocyte
tests
",,,
1.1,Removals from MER 1.0,Dropped,12.2,FALSE,Number of individuals trained in the provision of laboratory‐related activities,,,
1.1,Removals from MER 1.0,Dropped,12.3,FALSE,"Number of tests performed at USG‐supported laboratories during the reporting period: 1) HIV testing, 2) TB diagnostics, 3) syphilis testing, and
4) HIV disease monitoring
",,,
1.1,New Addition to MER 1.1,New,H2.1.D,FALSE,"Number of new health care workers who graduated from a pre‐service training institution
* By Specific Types: Doctors, Nurses
* By Specific Types: Other cadres
* By SPecific Types: Clinical/non-clinical",,,
1.1,New Addition to MER 1.1,New,H2.2.D,FALSE,Number of community health and para‐social workers who successfully completed a pre‐service training program,,,
1.1,Adjustments from MER 1.0,"Change
",H2.3.D,FALSE,"All in‐ service training will be captured within this indicator. Only a few priority program areas will be subset for more specific information on people trained.
This change will have impact on ability to track the trends of disaggregates (at HQ), trends for total people trained will need to be interpreted with caution.

Number of health care workers who successfully completed an in‐service training program",,,
1.1,Adjustments from MER 1.0,"Change
",H2.3.D,FALSE,"All in‐ service training will be captured within this indicator. Only a few priority program areas will be subset for more specific information on people trained.
This change will have impact on ability to track the trends of disaggregates (at HQ), trends for total people trained will need to be interpreted with caution.

Number of health care workers who successfully completed an in‐service training program
* By Specific Types: Male Circumcision, Pediatric Treatment",,,
1.1,New Addition to MER 1.1,New,H6.1.D,FALSE,"Monitoring policy reform and development of PEPFAR supported activities (Required for Partnership Framework Countries)
* Human Resources for Health (HRH)
* Gender
* Orphans and other Vulnerable Children
* Counseling and Testing
* Access to high-quality, low-cost medications
* Stigma and Discrimination
* Strengthening a multi-sectoral response and linkages with other health and development programs
* Pain Management for PLWHA
* Post Exposure Prophylaxis
* Laboratory Accreditation
* Injection safety and waste management
* Other policy areas identified by country team",,,
1.1,New Addition to MER 1.1,New,H6.3.N,FALSE,National Composite Policy Index (NCPI),,,
1.1,New Addition to MER 1.1,New,H6.4.N,FALSE,Existence of national costed HIV implementation plan,,,
1.1,New Addition to MER 1.1,New,H6.5.N,FALSE,Existence of effective civil society organizations,,,
1.1,Removals from MER 1.0,Dropped,13.1,FALSE,"Number of local organizations provided with technical assistance for strategic information
activities
",,,
1.1,Removals from MER 1.0,Dropped,14.1,FALSE,Number of local organizations provided with technical assistance for HIV‐related policy development,,,
1.1,Removals from MER 1.0,Dropped,14.2,FALSE,Number of local organizations provided with technical assistance for HIV‐related institutional capacity building,,,
1,Adjustments from previous MER,Major Changes to FY07 Reporting/FY08 Planning Indicators Reference Guide,,FALSE,The document is labeled FY2007 Reporting/FY2008 Planning – and references to these dates have been changed where appropriate. This document replaces all previous versions of the guide.,,,
1,New Addition to 1.0,Major Changes to FY07 Reporting/FY08 Planning Indicators Reference Guide,,FALSE,"Three Food & Nutrition indicators have been added to program-level indicators – in PMTCT, OVC, and Treatment. Two Food & Nutrition indicators with no particular program area have been added under “wrap-around” category.",,,
1,Adjustments from previous MER,Major Changes to FY07 Reporting/FY08 Planning Indicators Reference Guide,,FALSE,OVC and Palliative Care indicators have additional clarification on what services are in which domains (additional appendices further explain the eligible services).,,,
1,New Addition to 1.0,Major Changes to FY07 Reporting/FY08 Planning Indicators Reference Guide,,FALSE,"There are additional appendices – Palliative Care Categories, Additional Guidance on the new TB/HIV indicator, Examples of Eligible and Ineligible Activities for Core Program Areas for OVCs, Example for Calculating Wrap-around Food and Nutrition Support, Additional Guidance on the new program-level food and nutrition indicators (PMTCT, ART, OVC), Additional Guidance on the PMTCT Indicator #1.3, and Sample Tools for Tracking Program Geographic Coverage and Tracking Indicators/Partners.",,,
1,Removals from previous MER,Major Changes to FY07 Reporting/FY08 Planning Indicators Reference Guide,,FALSE,"Cambodia, Malawi, and India were removed from the list of Mini-COP countries – and are now under the category “Full COP (Non- Focus) Countries”.",,,
1,Adjustments from previous MER,Major Changes to FY07 Reporting/FY08 Planning Indicators Reference Guide,,FALSE,The TB C&T indicator has been moved to the TB program area.,,,
1,Adjustments from previous MER,Major Changes to FY07 Reporting/FY08 Planning Indicators Reference Guide,,FALSE,"For the PMTCT indicator #1.3, this indicator has been harmonized with UNAIDS to reflect HIV-infected pregnant women who received any antiretroviral prophylaxis for PMTCT in a PMTCT setting.",,,
1,Adjustments from previous MER,Major Changes to FY07 Reporting/FY08 Planning Indicators Reference Guide,,FALSE,"For UNGASS indicators for which there is a corresponding PEPFAR outcome/impact indicator, these indicators have been updated to reflect the UNGASS 2007 guide.",,,
